board_id,market,product_name,sales_address,lat,long,height,width,facing,total_observed,audience_target_observed,audience_composition,index,day_of_week,AD_00,AD_01,AD_02,AD_03,AD_04,AD_05,AD_06,AD_07,AD_08,AD_09,AD_10,AD_11,AD_12,AD_13,AD_14,AD_15,AD_16,AD_17,AD_18,AD_19,AD_20,AD_21,AD_22,AD_23,AC_00,AC_01,AC_02,AC_03,AC_04,AC_05,AC_06,AC_07,AC_08,AC_09,AC_10,AC_11,AC_12,AC_13,AC_14,AC_15,AC_16,AC_17,AC_18,AC_19,AC_20,AC_21,AC_22,AC_23,I_00,I_01,I_02,I_03,I_04,I_05,I_06,I_07,I_08,I_09,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23
7223396,Toronto,Transit Shelter,Wilson Ave NS 19.8m W/O Belgrave Ave F/S - R,43.740678,-79.418425,0,0,South,354,296,0.836158,1.555608,total,0.04814,0.037199,0.019694,0.028446,0.010941,0.002188,0.002188,,,0.004376,0.013129,0.032823,0.067834,0.067834,0.04814,0.035011,0.063457,0.063457,0.089716,0.100656,0.065646,0.056893,0.045952,0.09628,0.846154,0.809524,0.9,0.866667,0.833333,1,1,,,1,1,0.789474,0.815789,0.911765,0.916667,0.842105,0.828571,0.935484,0.836735,0.867925,0.882353,0.866667,0.807692,0.916667,1.21394,1.197287,1.383077,1.357636,1.329029,1.638595,1.67729,,,1.533333,1.447576,1.099182,1.145015,1.273205,1.283637,1.194265,1.173938,1.31663,1.166931,1.215988,1.240779,1.222943,1.152997,1.312464
7369673,Toronto,Transit Shelter,Fort York Blvd SS 17.6m E/O Bastion St F/E - O,43.637501,-79.403505,0,0,East,963,806,0.836968,1.262488,Fri,0.036134,0.034327,0.038844,0.017164,0.015357,0.003613,0.003613,0.003613,0.00271,0.00813,0.028907,0.056007,0.075881,0.057814,0.04878,0.03252,0.047877,0.064137,0.084914,0.091238,0.054201,0.068654,0.050587,0.074977,0.816327,0.808511,0.877551,0.826087,0.708333,0.5,0.444444,0.444444,0.75,0.818182,0.888889,0.885714,0.807692,0.790123,0.818182,0.75,0.913793,0.747368,0.846847,0.863248,0.869565,0.817204,0.788732,0.838384,1.075582,1.089401,1.227263,1.185205,1.009641,0.739458,0.689342,0.672991,1.139438,1.169388,1.195359,1.127947,1.046557,1.017902,1.063733,0.987567,1.206251,0.976319,1.095673,1.119341,1.140237,1.079272,1.072406,1.116488
2272105,Toronto,Transit Shelter,Weston Rd. 8m N/O Bushey Ave. WS F/S-O,43.684187,-79.483522,68.3,47.3,South,99,83,0.838384,1.25045,Wed,0.044118,0.080882,0.051471,0.029412,0.029412,0.022059,0.007353,,,0.007353,0.036765,0.029412,0.073529,0.044118,0.058824,0.066176,0.051471,0.036765,0.044118,0.051471,0.022059,0.066176,0.088235,0.058824,0.75,0.846154,0.777778,0.8,0.8,0.6,0.333333,0,0,0.5,1,1,0.769231,0.857143,0.888889,0.818182,0.875,1,0.857143,0.777778,0.5,0.75,1,0.727273,0.996185,1.159318,1.090516,1.135652,1.155186,0.88064,0.493323,0,0,0.692286,1.302772,1.273245,0.982431,1.090897,1.134066,1.068896,1.162794,1.311018,1.118659,1.007329,0.64919,0.972682,1.305219,0.963401
7184739,Toronto,Transit Shelter,Cummer Av SS 21.5m W/O Leslie St F/E - O,43.801107,-79.371023,68.3,47.3,East,448,376,0.839286,1.561427,total,0.057052,0.050713,0.030111,0.011094,0.006339,0.00317,0.00317,0.001585,0.001585,,0.006339,0.012678,0.053883,0.058637,0.049128,0.057052,0.069731,0.066561,0.104596,0.087163,0.057052,0.055468,0.088748,0.068146,0.857143,0.941176,0.826087,1,1,1,1,0.5,0.5,0,1,1,0.894737,0.787234,0.815789,0.923077,0.862745,0.807692,0.891892,0.964912,0.734694,0.853659,0.903226,0.811321,1.229706,1.392,1.269491,1.566502,1.594835,1.638595,1.67729,0.819862,0.805754,0,1.447576,1.392296,1.255824,1.099308,1.142374,1.309099,1.222356,1.136771,1.243854,1.35187,1.033139,1.204588,1.289374,1.161632
4853022,Toronto,Transit Shelter,Lawrence Ave E (4363)-opp NS 13.1m E/O Fern Meadow Rd F/W - O,43.7718,-79.1715,68.3,47.3,West,25,21,0.84,1.239657,Tue,,,,,,,0.083333,,,,,0.083333,0.166667,0.041667,0.083333,0.083333,0.041667,0.083333,0.125,0.125,0.041667,,,0.041667,,,,,,,1,,,,,0.666667,1,1,1,0.666667,1,1,1,1,0.5,,0,1,,,,,,,1.459302,,,,,0.845521,1.277978,1.278823,1.294088,0.875257,1.30517,1.301805,1.304562,1.309183,0.651428,,0,1.293569
2269272,Toronto,Transit Shelter,Lawrence Ave W NS W/O Bathurst St F/W - I,43.719287,-79.429857,68.3,47.3,West,1672,1406,0.840909,1.564447,total,0.041248,0.039813,0.026542,0.017217,0.010402,0.007891,0.003228,0.003228,0.001435,0.003945,0.012554,0.028336,0.055595,0.06241,0.06241,0.063128,0.06241,0.086442,0.090746,0.095409,0.066356,0.045552,0.053443,0.060258,0.766667,0.847328,0.804348,0.888889,0.828571,0.814815,0.75,0.818182,0.8,0.733333,0.853659,0.849462,0.885714,0.878788,0.865672,0.916667,0.87,0.870036,0.848993,0.855305,0.864486,0.84106,0.841808,0.908108,1.099904,1.253199,1.236084,1.392446,1.321434,1.335152,1.257967,1.341592,1.289206,1.124444,1.235736,1.182703,1.24316,1.227155,1.212227,1.300008,1.232635,1.224516,1.184026,1.198307,1.215655,1.18681,1.201699,1.30021
7177018,Toronto,Signature Column/Colonne Signature,Avenue Road WS 11.6m S/O Brooke Av F/S -,43.733145,-79.419544,0,0,South,146,123,0.842466,1.245631,Sun,0.10828,0.089172,0.019108,0.038217,0.006369,0.025478,0.012739,0.006369,0.006369,0.006369,0.006369,0.006369,0.038217,0.019108,0.031847,0.031847,0.095541,0.044586,0.133758,0.095541,0.019108,0.031847,0.038217,0.089172,0.85,0.777778,1,0.75,0.5,1,1,1,1,1,1,1,1,1,0.714286,0.833333,0.9375,0.777778,0.84,0.9375,1,0.714286,0.75,0.823529,1.121134,1.048621,1.391765,1.058515,0.717774,1.483136,1.510711,1.497735,1.479259,1.424719,1.374918,1.34201,1.375162,1.362129,0.953491,1.105932,1.236103,1.005306,1.0674,1.193863,1.289595,0.950795,0.994555,1.083364
4945729,Toronto,Transit Shelter,Don Mills Rd E (3002) SEC 11.3m S/O Deerford Rd F/S - I,43.7853,-79.3505,68.3,47.3,South,83,70,0.843373,1.238231,Mon,0.05814,0.023256,0.046512,0.023256,0.023256,0.011628,,,,,0.011628,0.034884,0.05814,0.023256,0.034884,0.023256,,0.093023,0.05814,0.069767,0.093023,0.116279,0.069767,0.127907,0.833333,1,0.8,0.5,0.666667,0.333333,,0,,0,0.333333,0.75,0.833333,1,1,0.666667,0,0.888889,0.714286,1,0.888889,1,0.857143,0.846154,1.113878,1.393392,1.143413,0.721018,0.974674,0.499303,,0,,0,0.440938,0.958741,1.067843,1.269786,1.267397,0.876421,0,1.153661,0.922125,1.286923,1.14143,1.279939,1.110195,1.103303
7406608,Toronto,Bike Share,Queen St W / Ossington Ave,43.643975,-79.419576,55,37,,135,114,0.844444,1.246215,Tue,0.05,0.011111,0.044444,0.022222,,0.011111,,0.011111,,0.005556,0.005556,0.061111,0.072222,0.061111,0.05,0.077778,0.083333,0.066667,0.077778,0.094444,0.088889,0.016667,0.038889,0.05,1,1,1,1,,0.666667,,0.666667,,1,0.5,0.916667,0.8125,0.846154,0.75,0.875,0.75,0.8,1,0.85,0.888889,0.6,0.875,0.75,1.33165,1.357023,1.403211,1.412549,,0.969734,,0.97087,,1.372305,0.654053,1.162591,1.038357,1.082081,0.970566,1.148775,0.978877,1.041444,1.304562,1.112806,1.158095,0.778351,1.139951,0.970177
2270737,Toronto,Transit Shelter,Broadview Ave WS 10m N/O Langley Ave F/N - I,43.667805,-79.353303,68.3,47.3,North,245,207,0.844898,1.571868,total,0.042424,0.042424,0.030303,0.027273,0.021212,0.006061,0.006061,0.009091,0.00303,0.00303,0.006061,0.015152,0.045455,0.045455,0.048485,0.039394,0.060606,0.075758,0.106061,0.066667,0.078788,0.075758,0.060606,0.084848,0.823529,0.823529,0.714286,0.818182,0.875,0.666667,1,1,1,1,1,0.833333,0.882353,0.882353,0.941176,0.928571,0.8,0.925926,0.833333,0.785714,0.866667,0.862069,0.909091,0.903226,1.181481,1.218,1.097681,1.281684,1.395481,1.092397,1.67729,1.639723,1.611507,1.533333,1.447576,1.160246,1.238442,1.232134,1.317958,1.31689,1.133458,1.303178,1.162186,1.100808,1.218722,1.216455,1.297747,1.29322
7177018,Toronto,Column,Avenue Road WS 11.6m S/O Brooke Av F/S -,43.733145,-79.419544,0,0,South,784,666,0.84949,1.580411,total,0.066084,0.048591,0.019436,0.023324,0.005831,0.004859,0.005831,0.000972,0.002915,0.002915,0.003887,0.024295,0.05345,0.047619,0.058309,0.050534,0.065112,0.079689,0.094266,0.100097,0.06414,0.067055,0.047619,0.063168,0.944444,0.877193,0.833333,0.8,0.857143,1,1,1,1,0.75,0.8,0.892857,0.859375,0.830508,0.821918,0.776119,0.87013,0.82,0.808333,0.837398,0.835443,0.821429,0.830508,0.866667,1.354953,1.297369,1.280626,1.253202,1.367002,1.638595,1.67729,1.639723,1.611507,1.15,1.158061,1.243121,1.206191,1.159736,1.150957,1.100684,1.232819,1.154094,1.127321,1.173219,1.174814,1.159109,1.185568,1.240875
7222428,Toronto,Transit Shelter,Bayview Ave WS 16.9m S/O Byng Ave F/N - I,43.781563,-79.391459,68.3,47.3,North,120,102,0.85,1.288842,Thu,0.042373,0.059322,0.025424,0.025424,,,0.008475,,,,,0.084746,0.101695,0.042373,0.016949,0.033898,0.033898,0.016949,0.059322,0.118644,0.042373,0.067797,0.084746,0.135593,1,0.777778,1,1,,,1,,,,,1,0.923077,0.833333,0.666667,0.8,1,0.4,0.875,0.777778,0.833333,0.888889,0.909091,0.842105,1.360865,1.094415,1.460029,1.486352,,,1.601953,,,,,1.283939,1.201507,1.085862,0.890377,1.09091,1.342249,0.53118,1.140563,1.015746,1.097031,1.155528,1.203978,1.100408
2269886,Toronto,Transit Shelter,Sheppard Ave. (Scar) NS 225m E/O Havenview Rd. F/E - I,43.792669,-79.24551,68.3,47.3,East,120,102,0.85,1.267775,Wed,0.115702,0.041322,0.008264,0.008264,0.041322,,0.016529,,0.008264,0.008264,0.033058,0.041322,0.008264,0.082645,0.057851,0.057851,0.041322,0.090909,0.066116,0.066116,0.057851,0.066116,0.033058,0.049587,0.933333,0.714286,0.5,1,1,,1,,1,0.5,1,0.833333,1,1,0.777778,1,0.714286,0.846154,0.666667,0.727273,1,0.888889,0.666667,1,1.239697,0.978646,0.701046,1.419565,1.443983,,1.479971,,1.441897,0.692286,1.302772,1.061037,1.27716,1.272713,0.992308,1.306428,0.94922,1.109323,0.870068,0.941918,1.298381,1.152808,0.870146,1.324675
2269578,Toronto,Transit Shelter,York Mills Rd. SS 15m W/O Upjohn Rd. F/E - O,43.754915,-79.351031,68.3,47.3,East,108,92,0.851852,1.25068,Mon,0.04386,0.026316,0.017544,,0.008772,,,,,0.017544,0.008772,0.017544,0.087719,0.131579,0.026316,0.008772,0.061404,0.078947,0.096491,0.087719,0.131579,0.035088,0.070175,0.04386,1,1,1,,1,,,,,1,1,1,0.769231,0.882353,0.75,0.5,1,0.818182,1,0.909091,0.789474,0.8,0.8,1,1.336654,1.393392,1.429266,,1.46201,,,,,1.365704,1.322816,1.278321,0.985702,1.1204,0.950547,0.657315,1.324345,1.061893,1.290974,1.169931,1.013771,1.023952,1.036182,1.303903
7406826,Toronto,Bike Share,George St / King St E,43.6509552,-79.3707,55,37,,230,196,0.852174,1.585405,total,0.059946,0.059946,0.027248,0.035422,0.021798,0.00545,0.013624,0.008174,0.00545,0.010899,0.00545,0.027248,0.054496,0.049046,0.054496,0.051771,0.046322,0.081744,0.070845,0.076294,0.06812,0.057221,0.049046,0.059946,0.846154,0.956522,0.909091,0.928571,1,0.666667,1,0.75,1,0.8,0.666667,0.833333,0.833333,0.818182,0.952381,0.904762,0.809524,0.909091,0.928571,0.823529,1,0.954545,0.857143,0.916667,1.21394,1.414697,1.397048,1.454608,1.594835,1.092397,1.67729,1.229792,1.611507,1.226667,0.965051,1.160246,1.169639,1.142524,1.333648,1.283125,1.146951,1.279484,1.295008,1.153788,1.406217,1.346947,1.22359,1.312464
18911,Toronto,Horizontal,Bayly St. (1635) (Pick.) SS 140m W/O Brock Rd. F/E - A,43.832446,-79.069321,10,20,East,62,53,0.854839,1.28497,Sat,0.050847,0.016949,0.050847,0.050847,0.033898,0.016949,,0.016949,,,0.016949,,0.016949,0.016949,0.033898,0.050847,0.067797,0.101695,0.135593,0.101695,0.033898,0.033898,0.050847,0.101695,1,0.5,1,1,1,1,0,1,,,1,,0.5,1,1,1,1,0.857143,0.8,0.666667,0.666667,1,1,0.857143,1.319139,0.678685,1.41283,1.43135,1.479782,1.478817,0,1.46008,,,1.404311,,0.665234,1.315653,1.335467,1.322396,1.296889,1.103408,1.028654,0.852568,0.860594,1.304711,1.314389,1.137241
2269410,Toronto,Transit Shelter,Keele St 15M N/O Hwy 401 Ramp ES F/N-O,43.724333,-79.481574,68.3,47.3,North,511,437,0.855186,1.27551,Wed,0.06015,0.031955,0.030075,0.016917,0.005639,0.015038,0.007519,0.007519,0.00188,0.007519,0.015038,0.046992,0.092105,0.039474,0.056391,0.028195,0.043233,0.033835,0.075188,0.073308,0.101504,0.086466,0.075188,0.048872,0.820513,0.894737,0.842105,0.9,0.75,0.888889,1,1,0.5,1,0.8,0.862069,0.907407,0.807692,0.882353,0.882353,0.766667,0.818182,0.833333,0.886364,0.885246,0.938776,0.851064,0.928571,1.089844,1.225882,1.180709,1.277609,1.082987,1.304651,1.479971,1.468575,0.720948,1.384572,1.042218,1.097625,1.158904,1.02796,1.125727,1.152731,1.018829,1.072651,1.087584,1.147963,1.149387,1.217507,1.110825,1.230055
2272105,Toronto,Transit Shelter,Weston Rd. 8m N/O Bushey Ave. WS F/S-O,43.684187,-79.483522,68.3,47.3,South,391,335,0.856777,1.593968,total,0.051676,0.061453,0.041899,0.02514,0.018156,0.013966,0.009777,0.00419,0.005587,0.006983,0.022346,0.034916,0.044693,0.051676,0.046089,0.057263,0.054469,0.061453,0.054469,0.078212,0.048883,0.067039,0.067039,0.072626,0.822222,0.916667,0.882353,0.818182,0.8125,0.769231,0.7,0.6,0.571429,0.625,0.842105,0.892857,0.820513,0.860465,0.846154,0.854167,0.866667,0.956522,0.886364,0.875,0.853659,0.827586,0.888889,0.866667,1.179606,1.355752,1.355958,1.281684,1.295804,1.260458,1.174103,0.983834,0.920862,0.958333,1.219011,1.243121,1.151646,1.201569,1.184895,1.211371,1.227913,1.346239,1.236145,1.225901,1.200429,1.167797,1.268908,1.240875
3087466,Toronto,Transit Shelter,Dundas St. West W/O Gilmour SS F/W - I,43.6655,-79.4792,68.3,47.3,West,126,108,0.857143,1.278429,Wed,0.119205,0.046358,0.02649,0.013245,0.006623,0.013245,0.013245,0.006623,0.006623,0.013245,0.006623,0.046358,0.02649,0.092715,0.059603,0.02649,0.046358,0.039735,0.046358,0.039735,0.092715,0.07947,0.05298,0.07947,1,1,1,1,1,1,1,1,0.5,1,1,1,0.666667,0.7,1,1,0.875,0.75,0.777778,0.666667,0.875,0.75,1,0.923077,1.328247,1.370103,1.402092,1.419565,1.443983,1.467733,1.479971,1.468575,0.720948,1.384572,1.302772,1.273245,0.851441,0.890899,1.275824,1.306428,1.162794,0.983264,1.015079,0.863425,1.136083,0.972682,1.305219,1.222777
4945729,Toronto,Transit Shelter,Don Mills Rd E (3002) SEC 11.3m S/O Deerford Rd F/S - I,43.7853,-79.3505,68.3,47.3,South,92,79,0.858696,1.267248,Tue,0.063158,0.031579,0.010526,0.052632,,,0.010526,0.010526,,,0.010526,0.031579,0.042105,0.073684,,0.052632,0.115789,0.084211,0.042105,0.084211,0.042105,0.073684,0.084211,0.084211,0.857143,0.75,0.333333,1,,,1,1,,0,1,1,0.8,0.875,,0.833333,0.733333,1,0.666667,1,0.8,1,1,0.888889,1.141415,1.017768,0.467737,1.412549,,,1.459302,1.456304,,0,1.308106,1.268281,1.022383,1.11897,,1.094071,0.957124,1.301805,0.869708,1.309183,1.042286,1.297252,1.302801,1.149839
7192322,Toronto,Transit Shelter,Lawrence Ave W 12 meter W/O Brookhaven Dr SS F/W-I,43.704239,-79.496797,68.3,47.3,West,71,61,0.859155,1.291457,Sat,0.1,0.125,0.025,0.0375,,0.0125,,,,0.0125,0.025,0.0625,0.0125,,0.025,0.0375,0.05,0.1,0.0375,0.0875,0.0625,0.025,0.0625,0.1,0.727273,0.909091,0.666667,0.75,,0.333333,0,,0,0.5,0.666667,0.625,0.333333,,1,0.75,0.666667,0.888889,0.5,0.7,0.714286,1,1,0.8,0.959374,1.233973,0.941887,1.073513,,0.492939,0,,0,0.702513,0.936208,0.81965,0.443489,,1.335467,0.991797,0.864593,1.144275,0.642909,0.895196,0.922065,1.304711,1.314389,1.061425
3087466,Toronto,Transit Shelter,Dundas St. West W/O Gilmour SS F/W - I,43.6655,-79.4792,68.3,47.3,West,130,112,0.861538,1.271442,Tue,0.025157,0.018868,0.037736,0.031447,0.006289,0.012579,,0.012579,0.012579,0.012579,0.018868,0.069182,0.08805,0.044025,0.062893,0.056604,0.062893,0.069182,0.050314,0.09434,0.08805,0.031447,0.044025,0.050314,0.8,0.75,0.857143,1,1,1,,1,1,1,1,0.785714,0.875,0.875,0.909091,0.9,0.714286,0.916667,0.8,0.833333,0.823529,1,0.777778,1,1.06532,1.017768,1.202753,1.412549,1.433334,1.4546,,1.456304,1.436272,1.372305,1.308106,0.996506,1.118231,1.11897,1.176444,1.181597,0.932264,1.193322,1.043649,1.090986,1.07294,1.297252,1.01329,1.293569
2269296,Toronto,Transit Shelter,Don Mills Rd 250M S/O Lawrence Ave E WS F/S-O,43.734942,-79.342896,68.3,47.3,South,616,532,0.863636,1.606729,total,0.05694,0.04745,0.036773,0.023725,0.015421,0.005931,0.002372,,0.002372,0.004745,0.011862,0.026097,0.043891,0.064057,0.03796,0.04745,0.052195,0.061684,0.099644,0.088968,0.055753,0.071174,0.061684,0.081851,0.842105,0.888889,0.911765,0.740741,0.8125,0.833333,1,,0.666667,0.666667,0.769231,0.846154,0.973684,0.931034,0.914286,0.851064,0.88,0.866667,0.848485,0.903614,0.903846,0.923077,0.912281,0.896104,1.208131,1.314668,1.401157,1.160372,1.295804,1.365495,1.67729,,1.074339,1.022223,1.11352,1.178097,1.366632,1.300113,1.280303,1.206971,1.246803,1.219775,1.183318,1.26599,1.271003,1.302543,1.3023,1.283023
2269410,Toronto,Transit Shelter,Keele St 15M N/O Hwy 401 Ramp ES F/N-O,43.724333,-79.481574,68.3,47.3,North,522,451,0.863985,1.303241,Fri,0.051661,0.02952,0.02214,0.016605,0.01476,,0.005535,0.00369,0.005535,0.00369,0.02214,0.049815,0.081181,0.071956,0.035055,0.042435,0.053506,0.051661,0.083026,0.081181,0.060886,0.083026,0.060886,0.070111,0.875,0.888889,0.923077,0.818182,0.888889,,0.75,1,1,0.666667,0.857143,0.9,0.897959,0.866667,0.95,0.821429,0.828571,0.875,0.918367,0.897959,0.846154,0.918367,0.891892,0.808511,1.152889,1.197704,1.290932,1.173864,1.267002,,1.163265,1.514232,1.519251,0.952835,1.152667,1.146141,1.16352,1.116512,1.235112,1.081622,1.093754,1.14305,1.188208,1.164349,1.109538,1.212876,1.212668,1.076705
2269886,Toronto,Transit Shelter,Sheppard Ave. (Scar) NS 225m E/O Havenview Rd. F/E - I,43.792669,-79.24551,68.3,47.3,East,140,121,0.864286,1.29917,Sat,0.103704,0.111111,0.044444,0.022222,0.037037,,0.022222,0.007407,0.007407,,0.007407,0.022222,0.022222,,0.02963,0.059259,0.037037,0.088889,0.014815,0.059259,0.066667,0.059259,0.02963,0.148148,0.823529,0.9375,1,1,0.833333,,1,1,1,0,1,1,0.75,,0.8,0.888889,1,0.923077,1,0.8,0.818182,0.533333,0.8,0.952381,1.08635,1.272534,1.41283,1.43135,1.233152,,1.544926,1.46008,1.452469,0,1.404311,1.311439,0.997851,,1.068373,1.175463,1.296889,1.188286,1.285818,1.023081,1.056183,0.695846,1.051511,1.263601
4853022,Toronto,Transit Shelter,Lawrence Ave E (4363)-opp NS 13.1m E/O Fern Meadow Rd F/W - O,43.7718,-79.1715,68.3,47.3,West,159,138,0.867925,1.614708,total,0.039604,0.054455,0.014851,0.00495,0.019802,,0.024752,0.00495,,0.00495,0.009901,0.029703,0.049505,0.049505,0.039604,0.059406,0.044554,0.094059,0.089109,0.094059,0.069307,0.059406,0.044554,0.09901,1,0.785714,1,0.5,1,0,0.714286,1,,1,0.5,0.75,0.909091,0.909091,0.888889,0.8,0.75,0.904762,0.9,0.904762,0.933333,0.923077,0.75,0.952381,1.434656,1.162072,1.536752,0.783251,1.594835,0,1.198064,1.639723,,1.533333,0.723788,1.044222,1.275971,1.269471,1.244739,1.134552,1.062616,1.273391,1.255162,1.267598,1.312468,1.302543,1.070641,1.363599
2270889,Toronto,Transit Shelter,Davenport Rd. 9M W/O Lightbourne Ave. SS F/W-I,43.672427,-79.443762,68.3,47.3,West,351,305,0.868946,1.616608,total,0.057971,0.028986,0.028986,0.020704,0.004141,0.006211,0.006211,0.008282,0.00207,0.010352,0.020704,0.041408,0.05176,0.049689,0.049689,0.039337,0.064182,0.080745,0.097308,0.091097,0.047619,0.062112,0.066253,0.064182,0.875,0.777778,1,0.769231,0.4,1,1,1,1,0.714286,0.833333,0.869565,0.862069,0.888889,0.827586,0.730769,0.885714,0.866667,0.886792,0.88,0.884615,0.882353,0.842105,0.885714,1.255324,1.150335,1.536752,1.205002,0.637934,1.638595,1.67729,1.639723,1.611507,1.095238,1.206313,1.210692,1.209972,1.241261,1.158894,1.036369,1.254899,1.219775,1.236742,1.232906,1.24396,1.245078,1.202123,1.268146
7192322,Toronto,Transit Shelter,Lawrence Ave W 12 meter W/O Brookhaven Dr SS F/W-I,43.704239,-79.496797,68.3,47.3,West,84,73,0.869048,1.310878,Fri,0.022472,0.05618,0.011236,,0.011236,0.011236,,,,0.011236,0.022472,0.05618,0.101124,0.078652,0.044944,0.044944,0.05618,0.033708,0.067416,0.101124,0.089888,0.022472,0.089888,0.067416,0.5,0.714286,0.25,0,0.333333,0.333333,0,0,0,0.333333,0.4,0.625,0.9,0.7,0.8,0.666667,0.714286,0.6,0.666667,0.9,0.8,0.666667,0.888889,1,0.658794,0.962441,0.349627,0,0.475125,0.492971,0,0,0,0.476417,0.537911,0.795931,1.166164,0.901798,1.040094,0.877838,0.942892,0.783806,0.862552,1.166996,1.049018,0.880459,1.208585,1.331714
4940799,Toronto,Transit Shelter,Weston Rd (3227) SEC 18.5m S/O Bradstock Rd F/N - O,43.7389,-79.5392,68.3,47.3,North,93,81,0.870968,1.320635,Thu,0.042017,,0.02521,,0.008403,,,0.008403,,,0.042017,0.058824,0.109244,0.07563,0.05042,0.042017,0.042017,0.042017,0.117647,0.084034,0.058824,0.067227,0.05042,0.07563,0.833333,0,0.75,,1,,,1,,,1,0.875,0.928571,0.9,1,0.833333,0.833333,1,0.875,0.833333,1,0.888889,0.857143,0.9,1.134053,0,1.095022,,1.527228,,,1.549902,,,1.322757,1.123447,1.208658,1.172732,1.335565,1.136364,1.118541,1.327949,1.140563,1.088298,1.316437,1.155528,1.135179,1.176062
7192322,Toronto,Transit Shelter,Lawrence Ave W 12 meter W/O Brookhaven Dr SS F/W-I,43.704239,-79.496797,68.3,47.3,West,78,68,0.871795,1.288995,Sun,0.073684,0.052632,0.042105,0.010526,0.042105,0.021053,0.010526,0.021053,,0.010526,0.021053,0.010526,0.010526,0.010526,0.052632,0.073684,0.063158,0.115789,0.073684,0.084211,0.021053,0.010526,0.031579,0.136842,0.7,0.714286,0.666667,0.5,0.666667,0.4,0.25,0.666667,0,0.333333,0.4,0.25,0.333333,0.25,0.625,0.777778,0.75,1,0.777778,0.727273,0.5,1,0.5,0.8125,0.923287,0.963019,0.927844,0.705676,0.957033,0.593254,0.377678,0.99849,0,0.474906,0.549967,0.335502,0.458387,0.340532,0.834304,1.032204,0.988882,1.292536,0.988334,0.926149,0.644798,1.331113,0.663037,1.068855
2272105,Toronto,Transit Shelter,Weston Rd. 8m N/O Bushey Ave. WS F/S-O,43.684187,-79.483522,68.3,47.3,South,104,91,0.875,1.291309,Tue,0.029412,0.052941,0.023529,0.005882,0.023529,0.023529,0.005882,0.011765,,0.005882,0.035294,0.047059,0.058824,0.070588,0.076471,0.052941,0.070588,0.064706,0.041176,0.064706,0.023529,0.047059,0.076471,0.088235,0.714286,0.818182,0.8,0.333333,0.8,0.8,0.5,0.666667,0,1,0.857143,0.8,0.833333,0.857143,0.866667,0.818182,0.923077,0.916667,0.777778,0.785714,0.8,0.888889,0.928571,0.833333,0.951179,1.110292,1.122569,0.470849,1.146667,1.16368,0.729651,0.97087,0,1.372305,1.121234,1.014625,1.064981,1.096134,1.121543,1.074179,1.204772,1.193322,1.014659,1.028644,1.042286,1.153113,1.209743,1.077974
2269410,Toronto,Transit Shelter,Keele St 15M N/O Hwy 401 Ramp ES F/N-O,43.724333,-79.481574,68.3,47.3,North,410,360,0.878049,1.298242,Sun,0.109813,0.07243,0.051402,0.044393,0.03271,0.004673,0.009346,0.009346,0.002336,0.009346,0.016355,0.011682,0.025701,0.035047,0.053738,0.056075,0.084112,0.084112,0.067757,0.077103,0.030374,0.021028,0.042056,0.049065,0.94,0.885714,0.814815,0.904762,0.933333,0.666667,0.8,1,1,0.8,1,1,0.785714,0.9375,0.958333,0.888889,0.9,0.947368,0.805556,0.868421,0.866667,0.75,0.857143,0.84,1.239842,1.194143,1.134031,1.276938,1.339845,0.988758,1.208569,1.497735,1.479259,1.139775,1.374918,1.34201,1.080484,1.276996,1.279266,1.179661,1.186659,1.224507,1.023631,1.105894,1.11765,0.998335,1.136635,1.105032
3087466,Toronto,Transit Shelter,Dundas St. West W/O Gilmour SS F/W - I,43.6655,-79.4792,68.3,47.3,West,94,83,0.882979,1.331892,Fri,0.017241,0.008621,0.017241,0.008621,0.017241,0.008621,0.008621,0.008621,,0.008621,0.017241,0.068966,0.060345,0.086207,0.086207,0.051724,0.025862,0.077586,0.103448,0.068966,0.094828,0.025862,0.051724,0.077586,0.666667,1,1,1,0.666667,0.5,1,1,,0.5,1,1,0.875,0.833333,1,0.666667,0.6,0.818182,0.75,1,1,1,1,0.9,0.878392,1.347417,1.398509,1.434722,0.950252,0.739458,1.55102,1.514232,,0.714626,1.344778,1.27349,1.133771,1.073569,1.300118,0.877838,0.792029,1.068826,0.97037,1.296662,1.311272,1.320688,1.359658,1.198543
2269578,Toronto,Transit Shelter,York Mills Rd. SS 15m W/O Upjohn Rd. F/E - O,43.754915,-79.351031,68.3,47.3,East,120,106,0.883333,1.339384,Thu,0.051471,0.066176,0.036765,0.014706,0.022059,,,,,0.007353,0.007353,0.022059,0.125,0.102941,0.007353,0.029412,0.022059,0.044118,0.132353,0.102941,0.058824,0.036765,0.022059,0.088235,1,1,1,1,1,,,,,1,1,0.75,0.85,1,0.5,1,0.6,0.857143,0.947368,0.875,1,1,0.5,0.923077,1.360865,1.407105,1.460029,1.486352,1.527228,,,,,1.410197,1.322757,0.962954,1.106388,1.303035,0.667782,1.363637,0.80535,1.138242,1.234895,1.142714,1.316437,1.299969,0.662188,1.206217
